Name,Rating,Reviews,Industry,Employees,Domain,Years_in_Operation,HQ
Bonito Designs,2.5,102 Reviews,Architecture & Interior Design,501-1k Employees,Startup,12 years old,Bangalore +3 more
Khatib & Alami,3.6,102 Reviews,Engineering & Construction,201-500 Employees,60 years old,Beirut +10 more,
Udaan Technologies,4.1,102 Reviews,IT Services & Consulting,11-50 Employees,13 years old,Noida +31 more,
Mangalam Drugs & Organics,3.8,102 Reviews,Pharma,1k-5k Employees,47 years old,Mumbai +4 more,
Government of Odisha,4.1,102 Reviews,Government,1k-5k Employees (Global),Bhubaneswar +26 more,,
Rentokil Initial,3.9,102 Reviews,Agro Chemicals,201-500 Employees,7 years old,Mumbai +26 more,
Goodricke Group,4.3,102 Reviews,Food Processing,201-500 Employees,Public,47 years old,Kolkata +23 more
Hitek Syndicate,3.1,102 Reviews,Financial Services,11-50 Employees,31 years old,New Delhi +10 more,
Nath Bio - Genes,4.0,102 Reviews,Agro Chemicals,501-1k Employees,Public,45 years old,Aurangabad +20 more
Tata Asset Management Private Limited,3.4,102 Reviews,Financial Services,501-1k Employees,30 years old,Mumbai +35 more,
Dai Ichi,3.8,102 Reviews,Chemicals,501-1k Employees,Public,64 years old,Mumbai +9 more
Gleeds Hooloomann Consulting,3.7,102 Reviews,Real Estate,201-500 Employees,20 years old,London +12 more,
Reliable Business Solutions & Services,3.2,102 Reviews,BPO,11-50 Employees,14 years old,Mumbai +6 more,
IPL Biologicals,3.8,102 Reviews,Agriculture,501-1k Employees,Public,30 years old,Gurgaon +14 more
Topsoe,4.2,102 Reviews,Faridabad +2 more,,,,
Ebix Smartclass Educational Services,3.8,102 Reviews,EdTech,501-1k Employees,10 years old,Gurugram +26 more,
Purnartha Investment Advisors,3.5,102 Reviews,Investment Banking / Venture Capital / Private Equity,10k-50k Employees,15 years old,Pune +11 more,
Fashion Suitings,4.3,102 Reviews,Fashion & Textile,51-200 Employees,Bhilwara +6 more,,
Mövenpick Hotels & Resorts,4.2,102 Reviews,Hospitality,51-200 Employees,51 years old,Paris +17 more,
Harita Seating Systems,3.9,102 Reviews,Auto Components,201-500 Employees,Public,14 years old,Hosur +11 more
Dai Ichi,3.8,102 Reviews,Chemicals,501-1k Employees,Public,64 years old,Mumbai +9 more
Hitek Syndicate,3.1,102 Reviews,Financial Services,11-50 Employees,31 years old,New Delhi +10 more,
Tata Asset Management Private Limited,3.4,102 Reviews,Financial Services,501-1k Employees,30 years old,Mumbai +35 more,
Mangalam Drugs & Organics,3.8,102 Reviews,Pharma,1k-5k Employees,47 years old,Mumbai +4 more,
Fourth Dimension Solutions,3.3,102 Reviews,IT Services & Consulting,201-500 Employees,Public,13 years old,New Delhi +16 more
Monomark Engineering,4.1,102 Reviews,Engineering & Construction,1k-5k Employees,39 years old,Chittorgarh +16 more,
Topsoe,4.2,102 Reviews,Faridabad +2 more,,,,
Apollo Telehealth Services,4.0,102 Reviews,Healthcare,51-200 Employees,14 years old,Hyderabad/Secunderabad +21 more,
Jaypee Brothers Medical Publishers,3.4,102 Reviews,Printing & Publishing,501-1k Employees,55 years old,Delhi/NCR +10 more,
Deshpande Foundation,4.1,102 Reviews,Non-Profit,201-500 Employees,28 years old,Stoneham +16 more,
Texas Review,3.6,102 Reviews,Education & Training,501-1k Employees,10 years old,Hyderabad +9 more,
Newt Global,4.0,102 Reviews,IT Services & Consulting,51-200 Employees,20 years old,Irving +7 more,
Iscon Balaji Foods,4.2,102 Reviews,Food Processing,201-500 Employees,12 years old,Ahmedabad +16 more,
Smart Call Center Solutions,3.2,102 Reviews,BPO,11-50 Employees,9 years old,Kolkata +4 more,
HomeBazaar.com,4.2,102 Reviews,Internet,201-500 Employees,11 years old,Navi Mumbai +7 more,
Indiana Gratings,4.1,101 Reviews,Import & Export,501-1k Employees,54 years old,Mumbai +6 more,
Systech Solutions,3.7,101 Reviews,IT Services & Consulting,51-200 Employees,31 years old,Glendale +8 more,
Gems Education,3.9,101 Reviews,Education & Training,51-200 Employees,65 years old,Dubai +18 more,
Karnataka Co-operative Milk Producers Federation,4.1,101 Reviews,Food Processing,1k-5k Employees,50 years old,Bengaluru +27 more,
Devgiri Forgings,3.3,101 Reviews,Industrial Machinery,11-50 Employees,39 years old,Aurangabad +5 more,
K2k Infrastructure,4.1,101 Reviews,Engineering & Construction,51-200 Employees,17 years old,Bangaluru +6 more,
M K Agro Tech,3.5,101 Reviews,FMCG,51-200 Employees,29 years old,Srirangapatna +23 more,
Centrumdirect,3.9,101 Reviews,Financial Services,1k-5k Employees,27 years old,Mumbai +19 more,
IXAR,3.6,101 Reviews,Oil & Gas,51-200 Employees,55 years old,Mumbai +10 more,
Indiana Gratings,4.1,101 Reviews,Import & Export,501-1k Employees,54 years old,Mumbai +6 more,
Vistaprint,3.6,101 Reviews,Internet,1k-5k Employees,Startup,12 years old,Mumbai +8 more
Meru cabs,4.1,101 Reviews,Internet,1k-5k Employees,17 years old,Mumbai +9 more,
Keltron,3.9,101 Reviews,Electronics Manufacturing,51-200 Employees,Public,51 years old,Thiruvananthapuram +13 more
Saurashtra Chemicals,4.1,101 Reviews,Chemicals,1k-5k Employees,Public,Porbandar +5 more,
Doosan Heavy Industries & Construction,4.4,101 Reviews,Engineering & Construction,5k-10k Employees (Global),62 years old,Seocho +18 more,
94.3 MY FM,3.7,101 Reviews,Broadcasting,201-500 Employees,18 years old,Noida +24 more,
Armstrong Machine Builders,3.2,101 Reviews,Industrial Machinery,51-200 Employees,25 years old,Pune +5 more,
Endress Hauser,4.3,101 Reviews,Industrial Automation,201-500 Employees,71 years old,Reinach +13 more,
Arbro Pharmaceuticals,3.9,101 Reviews,Pharma,51-200 Employees,39 years old,New Delhi +6 more,
D Light Energy,3.7,101 Reviews,Waste Management,51-200 Employees,17 years old,San Francisco +27 more,
Drive India Enterprise Solutions Limited (DIESL),4.1,101 Reviews,Logistics,1k-5k Employees (Global),21 years old,Mumbai +31 more,
Valued Epistemics,3.2,101 Reviews,EdTech,11-50 Employees,16 years old,Chennai +4 more,
Pravin Electricals,4.0,101 Reviews,Electrical Equipment,1k-5k Employees,38 years old,Mumbai +8 more,
Gems Education,3.9,101 Reviews,Education & Training,51-200 Employees,65 years old,Dubai +18 more,
ARK Infosolutions,4.0,101 Reviews,IT Services & Consulting,201-500 Employees,12 years old,Mumbai +10 more,
Eldeco Infrastructure & Properties,4.2,101 Reviews,Real Estate,201-500 Employees (Global),Conglomerate,49 years old,Delhi/NCR +10 more
Namaste,4.1,101 Reviews,8 years old,Hyderabad +21 more,,,
Acme Industries,4.2,101 Reviews,11-50 Employees,Guwahati +6 more,,,
Ness Digital Engineering,3.3,101 Reviews,IT Services & Consulting,1k-5k Employees (Global),26 years old,Teaneck +7 more,
Vistra Corporate Services,3.6,101 Reviews,Power,1-10 Employees,18 years old,texas +6 more,
DMI DRAEXLMAIER MANUFACTURING,4.4,101 Reviews,Industrial Machinery,51-200 Employees,66 years old,Vilsbiburg +2 more,
Milltec Machinery Pvt Ltd Bangalore,3.6,101 Reviews,Industrial Machinery,501-1k Employees,36 years old,Bangalore +15 more,
Ram Kripal Singh Construction,4.0,101 Reviews,Engineering & Construction,201-500 Employees,Ranchi +20 more,,
Mepro Pharmaceuticals,3.9,101 Reviews,Pharma,1k-5k Employees,42 years old,Mumbai +7 more,
Entercoms,3.0,101 Reviews,Management Consulting,201-500 Employees,20 years old,Irving +1 more,
FICCI,3.6,101 Reviews,Government,501-1k Employees,Public,97 years old,Delhi/NCR +14 more
Systech Solutions,3.7,101 Reviews,IT Services & Consulting,51-200 Employees,31 years old,Glendale +8 more,
Siemens Building Technologies,4.0,101 Reviews,Industrial Automation,Cleveland +17 more,,,
Unistal Systems,3.6,101 Reviews,Software Product,51-200 Employees,30 years old,Delhi/NCR +4 more,
United Telecoms,3.8,101 Reviews,Telecom,1k-5k Employees,41 years old,Bengaluru +16 more,
KHD Humboldt Wedag,4.3,101 Reviews,Industrial Machinery,51-200 Employees,48 years old,Delhi/NCR +3 more,
AXA,4.0,101 Reviews,Insurance,10k-50k Employees,208 years old,Paris +13 more,
Hyperlink Infosystem,4.7,101 Reviews,Software Product,1k-5k Employees,13 years old,Ahmedabad,
Goodrich Maritime,3.5,101 Reviews,Logistics,51-200 Employees,27 years old,Mumbai +16 more,
Citec Engineering,3.4,101 Reviews,Engineering & Construction,51-200 Employees,40 years old,Vaasa +4 more,
RPG Group,4.1,101 Reviews,Engineering & Construction,10k-50k Employees,Conglomerate,204 years old,Mumbai +27 more
Kemwell Biopharma,3.7,101 Reviews,Biotechnology,1k-5k Employees,44 years old,Bangalore/Bengaluru +3 more,
Dangote Industries,3.8,101 Reviews,Building Material,10k-50k Employees (Global),Public,46 years old,Lagos +6 more
INDIAN DESIGNS,4.2,101 Reviews,Fashion & Textile,201-500 Employees,31 years old,Bangalore +8 more,
K.R.Pulp & Papers,3.9,101 Reviews,Pulp & Paper,201-500 Employees,Public,29 years old,Shahjahanpur +3 more
Viva Composite Panel,3.9,101 Reviews,Building Material,51-200 Employees,19 years old,Mumbai +28 more,
Government Polytechnic College,4.5,101 Reviews,Education & Training,51-200 Employees,42 years old,Udhagamandalam +54 more,
Elite Powertech,4.0,101 Reviews,Power,201-500 Employees,12 years old,Noida +21 more,
Skylark Infra Engineering Private Limited,3.8,101 Reviews,Engineering & Construction,201-500 Employees,24 years old,Gurgaon +21 more,
Corizo,4.1,101 Reviews,EdTech,51-200 Employees,2 years old,Bangalore / Bengaluru +6 more,
Confiance BizSol Private Limited,3.6,101 Reviews,Analytics & KPO,501-1k Employees,7 years old,Ahmedabad +2 more,
Wockhardt Biotech Park,4.0,101 Reviews,Pharma,1k-5k Employees,20 years old,Aurangabad +5 more,
Atos Services,3.9,101 Reviews,IT Services & Consulting,501-1k Employees,27 years old,Bezons +8 more,
Bridgei2i Analytics Solutions,3.8,101 Reviews,IT Services & Consulting,1k-5k Employees,13 years old,Bangalore +4 more,
EqualizeRCM Services,3.5,101 Reviews,IT Services & Consulting,1k-5k Employees,20 years old,Austin +5 more,
ElringKlinger AG,3.7,101 Reviews,Auto Components,51-200 Employees,145 years old,Dettingen +4 more,
Bajaj Electronics,4.0,101 Reviews,Internet,11-50 Employees,Hyderabad / Secunderabad +17 more,,
Sterling Manufacturing Company,4.3,101 Reviews,1-10 Employees,Gurgaon / Gurugram +24 more,,,
Calix,4.7,101 Reviews,Telecom,201-500 Employees,25 years old,San Jose +1 more,
QASolvers,3.6,101 Reviews,EdTech,201-500 Employees,3 years old,Varanasi +3 more,
VisAI Labs,4.8,101 Reviews,Software Product,51-200 Employees,Startup,6 years old,Chennai +1 more
Orbit Techsol,3.7,101 Reviews,IT Services & Consulting,51-200 Employees,31 years old,Delhi +12 more,
Hemani Industries,3.8,101 Reviews,Agro Chemicals,1k-5k Employees,Public,32 years old,Mumbai +5 more
Plaza Premium Lounge,4.3,101 Reviews,Hospitality,201-500 Employees,Public,26 years old,Hong Kong +9 more
Greytrix,3.8,101 Reviews,IT Services & Consulting,51-200 Employees,24 years old,Mumbai +2 more,
ASA & Associates,3.6,100 Reviews,Accounting & Auditing,501-1k Employees,33 years old,Delhi/NCR +8 more,
KSK Mahanadi Power Company,3.7,100 Reviews,Power,1k-5k Employees,Public,23 years old,Champa +5 more
Icl Fincorp,3.3,100 Reviews,Financial Services,51-200 Employees,25 years old,Thrissur/Trichur +20 more,
Ecole Globale International Girls School,3.7,100 Reviews,Education & Training,51-200 Employees,Dehradun +19 more,,
Shakti Hormann,3.3,100 Reviews,Architecture & Interior Design,51-200 Employees,36 years old,Hyderabad/Secunderabad +9 more,
Tasmed,3.8,100 Reviews,Pharma,501-1k Employees,31 years old,Ahmedabad +26 more,
Centurion University of Technology and Management,3.8,100 Reviews,Education & Training,201-500 Employees,27 years old,Bhubaneswar +16 more,
Connect India E Commerce Services,3.4,100 Reviews,Logistics,51-200 Employees,9 years old,Bangalore +31 more,
Brindavan Beverages,3.9,100 Reviews,Beverage,201-500 Employees,Bareilly +8 more,,
Fairmont Hotels & Resorts,4.4,100 Reviews,Hospitality,201-500 Employees,117 years old,Toronto +14 more,
Canteen Stores Department,4.2,100 Reviews,51-200 Employees,76 years old,Mumbai +44 more,,
Siechem Technologies,4.4,100 Reviews,Electrical Equipment,501-1k Employees,Puducherry +3 more,,
Akal Academy,3.5,100 Reviews,Education & Training,201-500 Employees,37 years old,Sirmour +29 more,
Pentagon System and Services,4.2,100 Reviews,IT Services & Consulting,201-500 Employees,30 years old,Mumbai +13 more,
JL Morison India,4.4,100 Reviews,FMCG,201-500 Employees,Public,90 years old,Mumbai +31 more
Sustainable Agro-commercial Finance,4.3,100 Reviews,NBFC,51-200 Employees,13 years old,Mumbai +30 more,
DRN Infrastructure,4.0,100 Reviews,Power,501-1k Employees,41 years old,Hubli +16 more,
GREEN POWER INTERNATIONAL,4.5,100 Reviews,Oil & Gas,501-1k Employees,22 years old,Noida +24 more,
Celon Laboratories,3.2,100 Reviews,Pharma,201-500 Employees,17 years old,Hyderabad +7 more,
Ace Pipeline Contracts,4.1,100 Reviews,Engineering & Construction,51-200 Employees,35 years old,Mumbai +26 more,
S.M. Consultants,3.8,100 Reviews,Management Consulting,51-200 Employees,25 years old,Bhubaneswar +15 more,
Centurion University of Technology and Management,3.8,100 Reviews,Education & Training,201-500 Employees,27 years old,Bhubaneswar +16 more,
Connect India E Commerce Services,3.4,100 Reviews,Logistics,51-200 Employees,9 years old,Bangalore +31 more,
Akal Academy,3.5,100 Reviews,Education & Training,201-500 Employees,37 years old,Sirmour +29 more,
ASA & Associates,3.6,100 Reviews,Accounting & Auditing,501-1k Employees,33 years old,Delhi/NCR +8 more,
Brindavan Beverages,3.9,100 Reviews,Beverage,201-500 Employees,Bareilly +8 more,,
KSK Mahanadi Power Company,3.7,100 Reviews,Power,1k-5k Employees,Public,23 years old,Champa +5 more
Cryptograph Technologies,4.2,100 Reviews,IT Services & Consulting,51-200 Employees,14 years old,Bengaluru +11 more,
National Rural Livelihood Mission,3.7,100 Reviews,Government,51-200 Employees,13 years old,New Delhi +47 more,
Market Research Future Reports,3.9,100 Reviews,Analytics & KPO,201-500 Employees,9 years old,Pune +1 more,
Ok Play,3.5,100 Reviews,Industrial Machinery,51-200 Employees,Public,31 years old,Delhi/NCR +20 more
HGS TECHNOLOGIES,4.1,100 Reviews,IT Services & Consulting,11-50 Employees,Bangalore / Bengaluru +14 more,,
SKS Fasteners,3.3,100 Reviews,Auto Components,201-500 Employees,26 years old,Pune +2 more,
Kusalava International,4.2,100 Reviews,Industrial Machinery,1k-5k Employees,60 years old,Vijayawada +8 more,
Glen Appliances,3.8,100 Reviews,Consumer Electronics & Appliances,11-50 Employees,25 years old,Faridabad +22 more,
DRN Infrastructure,4.0,100 Reviews,Power,501-1k Employees,41 years old,Hubli +16 more,
Pentagon System and Services,4.2,100 Reviews,IT Services & Consulting,201-500 Employees,30 years old,Mumbai +13 more,
Daimler,3.9,100 Reviews,Automobile,51-200 Employees,Forbes Global 2000,138 years old,Stuttgart +8 more
Excellon Software,3.5,100 Reviews,IT Services & Consulting,201-500 Employees,24 years old,Nagpur +1 more,
Ashland,4.1,100 Reviews,Chemicals,501-1k Employees,100 years old,Wilimington +8 more,
Aamby Valley City,3.7,100 Reviews,Real Estate,1k-5k Employees,Public,21 years old,Pune +7 more
Ajeet Seeds,4.3,100 Reviews,Agriculture,501-1k Employees,38 years old,Aurangabad +18 more,
Sathavahana Ispat,3.2,100 Reviews,Iron & Steel,501-1k Employees,Public,35 years old,Hyderabad/Secunderabad +3 more
Ace Pipeline Contracts,4.1,100 Reviews,Engineering & Construction,51-200 Employees,35 years old,Mumbai +26 more,
S.M. Consultants,3.8,100 Reviews,Management Consulting,51-200 Employees,25 years old,Bhubaneswar +15 more,
Sustainable Agro-commercial Finance,4.3,100 Reviews,NBFC,51-200 Employees,13 years old,Mumbai +30 more,
Gmr Airport Developers,4.1,100 Reviews,5k-10k Employees,32 years old,New Delhi +5 more,,
Varsity Education Management,3.7,100 Reviews,Education & Training,5k-10k Employees,13 years old,Hyderabad +15 more,
Oaknorth Bank,3.2,100 Reviews,Banking,51-200 Employees,Startup,9 years old,London +3 more
Vignesh Polymers,3.3,100 Reviews,Auto Components,201-500 Employees,19 years old,Kancheepuram +9 more,
SKS Fasteners,3.3,100 Reviews,Auto Components,201-500 Employees,26 years old,Pune +2 more,
Ready Roti,3.8,100 Reviews,Food Processing,201-500 Employees,31 years old,New Delhi +10 more,
National Rural Livelihood Mission,3.7,100 Reviews,Government,51-200 Employees,13 years old,New Delhi +47 more,
Ajeet Seeds,4.3,100 Reviews,Agriculture,501-1k Employees,38 years old,Aurangabad +18 more,
Sathavahana Ispat,3.2,100 Reviews,Iron & Steel,501-1k Employees,Public,35 years old,Hyderabad/Secunderabad +3 more
Siechem Technologies,4.4,100 Reviews,Electrical Equipment,501-1k Employees,Puducherry +3 more,,
Ajax Fiori Engineering,4.1,100 Reviews,Engineering & Construction,201-500 Employees,32 years old,Bengaluru +24 more,
Arabian Bemco Contracting Co,4.4,100 Reviews,Engineering & Construction,51-200 Employees,56 years old,Jeddah  +10 more,
Vikram Sarabhai Space Centre,4.6,100 Reviews,Defence & Aerospace,201-500 Employees,62 years old,Thiruvananthapuram +5 more,
G-Cube Solutions,3.3,100 Reviews,EdTech,201-500 Employees,24 years old,Noida +3 more,
UMSL,3.5,100 Reviews,Engineering & Construction,501-1k Employees,Public,34 years old,Bhubaneswar +17 more
Tasmed,3.8,100 Reviews,Pharma,501-1k Employees,31 years old,Ahmedabad +26 more,
Filo Edtech,3.2,100 Reviews,51-200 Employees,Gurgaon/Gurugram +11 more,,,
ZKTeco Biometrics,3.6,100 Reviews,Law Enforcement & Security,51-200 Employees,13 years old,Bangalore/Bengaluru +11 more,
M Tech Innovations,3.3,100 Reviews,Electronics Manufacturing,201-500 Employees,32 years old,Pune +7 more,
Maharashtra Feeds,4.0,100 Reviews,Agriculture,201-500 Employees,32 years old,New Delhi +17 more,
GeeksForGeeks,3.9,100 Reviews,Education & Training,11-50 Employees (Global),15 years old,Noida +7 more,
KPI Partners,3.3,100 Reviews,IT Services & Consulting,501-1k Employees,18 years old,Newark +6 more,
Space Matrix Design Consultants,3.7,100 Reviews,Real Estate,201-500 Employees,23 years old,Singapore +9 more,
MaRS Planning & Engineering Services,4.2,99 Reviews,Engineering & Construction,11-50 Employees,24 years old,Ranchi +29 more,
anovIP,4.4,99 Reviews,Legal,201-500 Employees,New Delhi +2 more,,
Jash Engineering,4.3,99 Reviews,Engineering & Construction,51-200 Employees,Public,76 years old,Indore +2 more
Vi-son Industries,3.6,99 Reviews,Industrial Machinery,501-1k Employees (Global),27 years old,Mumbai +11 more,
National Sample Survey Office (nsso),4.0,99 Reviews,Government,201-500 Employees (Global),74 years old,New Delhi +51 more,
Core Diagnostics,4.3,99 Reviews,Healthcare,51-200 Employees,12 years old,Delhi +12 more,
Liebherr Appliances India,4.2,99 Reviews,Consumer Electronics & Appliances,51-200 Employees,75 years old,Aurangabad +13 more,
Reliance Naval and Engineering,3.9,99 Reviews,Ports & Shipping,5k-10k Employees,17 years old,Mumbai +11 more,
Site Engineering,3.8,99 Reviews,Engineering & Construction,10k-50k Employees,39 years old,Atlanta +32 more,
MaRS Planning & Engineering Services,4.2,99 Reviews,Engineering & Construction,11-50 Employees,24 years old,Ranchi +29 more,
Vi-son Industries,3.6,99 Reviews,Industrial Machinery,501-1k Employees (Global),27 years old,Mumbai +11 more,
anovIP,4.4,99 Reviews,Legal,201-500 Employees,New Delhi +2 more,,
Jash Engineering,4.3,99 Reviews,Engineering & Construction,51-200 Employees,Public,76 years old,Indore +2 more
Svasti Microfinance,4.2,99 Reviews,Financial Services,501-1k Employees,16 years old,Mumbai +36 more,
NELCAST,3.5,99 Reviews,Iron & Steel,501-1k Employees,Public,42 years old,Chennai +7 more
Gulshan Polyols,3.6,99 Reviews,Chemicals,501-1k Employees,Public,24 years old,Muzaffarnagar +11 more
Sv Edusports,4.3,99 Reviews,Sports & Recreation,51-200 Employees,15 years old,Bangalore +27 more,
Pioneer Wincon,4.3,99 Reviews,Power,51-200 Employees,28 years old,Chennai +15 more,
Dr. Amin Controllers,3.9,99 Reviews,Engineering & Construction,51-200 Employees,49 years old,Mumbai +18 more,
Palsons Derma,3.9,99 Reviews,Fitness & Wellness,51-200 Employees,40 years old,Kolkata +17 more,
Marc Laboratories,3.2,99 Reviews,Healthcare,1k-5k Employees,Public,38 years old,Lucknow +18 more
Archean Chemical Industries,4.0,99 Reviews,Chemicals,201-500 Employees,15 years old,Chennai +12 more,
SI-UK,3.9,99 Reviews,EdTech,51-200 Employees,18 years old,London +14 more,
Nagravision,3.6,99 Reviews,IT Services & Consulting,201-500 Employees,17 years old,Cheseaux-sur-Lausanne +5 more,
Drytech Processes (I),4.1,99 Reviews,Food Processing,51-200 Employees,32 years old,Mumbai +5 more,
Premium Chick Feeds,3.6,99 Reviews,Agriculture,501-1k Employees,33 years old,Pune +36 more,
Uttam Sugar Mills,3.9,99 Reviews,Food Processing,1k-5k Employees,Public,31 years old,Noida +18 more
Autocal Solutions,3.5,99 Reviews,Clinical Research,51-200 Employees,22 years old,Palghar +13 more,
Sree Metaliks,4.2,99 Reviews,Industrial Machinery,51-200 Employees,Public,29 years old,Kolkata +12 more
ICONMA,3.3,99 Reviews,Recruitment,201-500 Employees,24 years old,Troy +3 more,
Yahoo,4.5,99 Reviews,Internet,501-1k Employees,22 years old,Sunnyvale +5 more,
Sabyasachi Couture,3.6,99 Reviews,Fashion & Textile,11-50 Employees,18 years old,Kolkata +4 more,
Alliance Group,3.8,99 Reviews,Real Estate,501-1k Employees (Global),20 years old,Chennai +11 more,
Adaequare,3.9,99 Reviews,IT Services & Consulting,201-500 Employees,23 years old,Chantilly +3 more,
Magicrete Building Solutions,4.1,99 Reviews,Building Material,201-500 Employees,16 years old,Surat +13 more,
RED CHIEF,4.1,99 Reviews,Retail,27 years old,Gurugram +31 more,,
Olam,3.9,99 Reviews,FMCG,Forbes Global 2000,Chennai +12 more,,
MathWorks,4.2,99 Reviews,Software Product,1k-5k Employees,16 years old,Bangalore/Bengaluru +5 more,
P.N. International,4.1,99 Reviews,Import & Export,51-200 Employees,26 years old,Noida +4 more,
Hellmann Worldwide Logistics,4.1,99 Reviews,Logistics,1k-5k Employees,153 years old,Doral +15 more,
Chanakya IAS Academy,3.3,99 Reviews,Education & Training,11-50 Employees,31 years old,New Delhi +19 more,
LS Cable,4.5,99 Reviews,Electrical Equipment,51-200 Employees,Public,62 years old,Gyeonggi-do +8 more
Akshara Enterprises,3.9,99 Reviews,IT Services & Consulting,51-200 Employees,16 years old,Hyderabad +17 more,
Ellucian Higher Education Systems,4.1,99 Reviews,IT Services & Consulting,501-1k Employees,13 years old,Reston +1 more,
Paramount Products,4.2,99 Reviews,Import & Export,51-200 Employees,51 years old,New Delhi +4 more,
AMPLUS SOLAR,4.7,99 Reviews,Internet,501-1k Employees,16 years old,Gurgaon +10 more,
Scorpion Express,3.9,99 Reviews,Logistics,501-1k Employees,24 years old,Mumbai +30 more,
Sungwoo Hitech,3.8,99 Reviews,Auto Components,51-200 Employees,47 years old,Busan +4 more,
Altruistic Technology Labs,3.2,99 Reviews,Bangalore / Bengaluru +12 more,,,,
Ajanta Shoes,3.4,99 Reviews,Fashion & Textile,1k-5k Employees,68 years old,Kolkata +19 more,
Chetana Publications,3.3,99 Reviews,Printing & Publishing,201-500 Employees,49 years old,Mumbai +20 more,
Complere Infosystem,4.5,99 Reviews,IT Services & Consulting,11-50 Employees,7 years old,Mohali +3 more,
Digiperform,4.2,99 Reviews,Education & Training,11-50 Employees,10 years old,Delhi +9 more,
Delivery.com,4.1,99 Reviews,Internet,201-500 Employees,New York +48 more,,
Anjan Drug,2.9,99 Reviews,Pharma,51-200 Employees,34 years old,Chennai +2 more,
Labdhi Lifestyle,4.1,99 Reviews,Real Estate,51-200 Employees,Public,10 years old,Mumbai +2 more
SACHA Engineering,3.6,99 Reviews,Auto Components,501-1k Employees,Gersthofen +7 more,,
TELUS Health,4.0,99 Reviews,Recruitment,51-200 Employees,Public,58 years old,Toronto +4 more
Daramic Battery Separator India,3.8,99 Reviews,Electrical Equipment,51-200 Employees,94 years old,Charlotte +7 more,
WNS Denali,3.5,99 Reviews,Pune +5 more,,,,
Edvoy,4.6,99 Reviews,51-200 Employees,18 years old,Manchester +4 more,,
IQ City Medical College,3.8,99 Reviews,Education & Training,11-50 Employees,12 years old,Durgapur +2 more,
Constantia Flexibles,3.9,99 Reviews,Packaging,501-1k Employees,112 years old,Vienna +9 more,
SAIL Bokaro Steel Plant,4.1,99 Reviews,Iron & Steel,10k-50k Employees,Public,60 years old,Bokaro Steel City +8 more
Meenakshi Mission Hospital & Research Centre,4.4,99 Reviews,Healthcare,1k-5k Employees,34 years old,Madurai +6 more,
Growel Softech,2.9,99 Reviews,Recruitment,501-1k Employees,25 years old,Pune +6 more,
DEC Property Management,4.6,98 Reviews,Facility Management Services,51-200 Employees,26 years old,New Delhi +12 more,
Multitex Filtration Engineers,3.5,98 Reviews,Industrial Machinery,51-200 Employees,48 years old,New Delhi +2 more,
Gram Tarang Employability Training Services,3.5,98 Reviews,Recruitment,51-200 Employees,19 years old,Bhubaneswar +20 more,
Adani Realty,3.8,98 Reviews,Real Estate,501-1k Employees,13 years old,Mumbai +6 more,
Amp Motors,3.8,98 Reviews,Automobile,201-500 Employees,75 years old,Gurgaon +9 more,
Cube Construction Engineering,3.1,98 Reviews,Engineering & Construction,1k-5k Employees,Public,30 years old,Vadodara/Baroda +8 more
Ramco Steels,4.3,98 Reviews,Iron & Steel,51-200 Employees,30 years old,Faridabad +4 more,
Shinhan Bank,3.6,98 Reviews,Banking,51-200 Employees,Public,42 years old,Seoul +8 more
InfoService,3.3,98 Reviews,IT Services & Consulting,501-1k Employees (Global),20 years old,Chennai +21 more,
Iron Systems,3.4,98 Reviews,Hardware & Networking,201-500 Employees,22 years old,Fremont +7 more,
PAVIT CERAMICS ( P),3.5,98 Reviews,Building Material,501-1k Employees,24 years old,Ahmedabad +18 more,
SRM Techsol,4.7,98 Reviews,IT Services & Consulting,51-200 Employees,20 years old,San Mateo +1 more,
Money View,4.1,98 Reviews,Financial Services,51-200 Employees,Startup,10 years old,Bangalore +12 more
Ceratizit,4.4,98 Reviews,Industrial Machinery,501-1k Employees,103 years old,Mamer +14 more,
TD Power Systems,3.9,98 Reviews,Electrical Equipment,501-1k Employees,Public,25 years old,Bangalore +5 more
Reliance Broadcast Network,4.2,98 Reviews,Broadcasting,501-1k Employees,Public,19 years old,Mumbai +30 more
Thinksys Software,3.7,98 Reviews,IT Services & Consulting,201-500 Employees,12 years old,Sunnyvale +2 more,
Avinash Group,4.3,98 Reviews,Real Estate,1k-5k Employees,28 years old,Raipur +5 more,
Lion Services,3.6,98 Reviews,Facility Management Services,51-200 Employees,37 years old,Delhi/NCR +17 more,
Way2wealth Brokers,3.4,98 Reviews,Financial Services,501-1k Employees,40 years old,Bangalore/Bengaluru +19 more,
DNV GL,4.4,98 Reviews,IT Services & Consulting,1k-5k Employees,160 years old,Høvik +13 more,
SIPL,4.2,98 Reviews,IT Services & Consulting,501-1k Employees (Global),41 years old,Ghaziabad +32 more,
IRIS Business Services,3.9,98 Reviews,IT Services & Consulting,201-500 Employees,Public,24 years old,Navi Mumbai +9 more
Softtech Engineers,3.6,98 Reviews,IT Services & Consulting,201-500 Employees,Public,28 years old,Pune +23 more
Finolex Plasson Industries,4.3,98 Reviews,Industrial Machinery,501-1k Employees,32 years old,Pune +41 more,
Easypolicy.com,3.4,98 Reviews,Insurance,201-500 Employees,13 years old,Noida +4 more,
